CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
21441,MR.,EDWARD,NELSON,14-08-1942,M,M,edward.nelsonnobethanalytics.com,50000,4,Bachelors,Management,Y
21442,MRS.,SAVANNAH,COOK,22-05-1942,S,F,savannah.cooknobethanalytics.com,50000,4,Bachelors,Management,Y
21443,MRS.,ZOE,MORGAN,10-05-1942,M,F,zoe.morgannobethanalytics.com,70000,5,Bachelors,Management,Y
21444,MR.,BLAKE,LOPEZ,23-12-1942,M,M,blake.lopeznobethanalytics.com,70000,5,Bachelors,Management,Y
21445,MRS.,MADELINE,EVANS,17-03-1943,M,F,madeline.evansnobethanalytics.com,60000,3,Graduate Degree,Management,Y
21446,MR.,JEREMY,BARNES,16-10-1943,M,M,jeremy.barnesnobethanalytics.com,60000,3,Graduate Degree,Management,N
21447,MR.,ANTHONY,HARRIS,26-02-1943,M,M,anthony.harrisnobethanalytics.com,70000,5,Bachelors,Management,Y
21448,MRS.,JENNA,NELSON,04-04-1943,M,F,jenna.nelsonnobethanalytics.com,80000,5,Bachelors,Management,N
21449,MR.,DEVON,RAHEEM,22-01-1943,M,M,devon.raheemnobethanalytics.com,80000,5,Bachelors,Management,Y
21450,MR.,NATHAN,BRYANT,07-02-1944,M,M,nathan.bryantnobethanalytics.com,40000,4,High School,Professional,N
21451,MRS.,JOCELYN,ROSS,28-10-1944,M,F,jocelyn.rossnobethanalytics.com,40000,4,High School,Professional,Y
21452,MR.,SETH,BAILEY,21-05-1944,M,M,seth.baileynobethanalytics.com,40000,4,High School,Professional,Y
21453,MR.,WAYNE,DENG,21-02-1944,M,M,wayne.dengnobethanalytics.com,70000,4,Bachelors,Management,Y
21454,MR.,ALVIN,GOLDSTEIN,07-02-1944,M,M,alvin.goldsteinnobethanalytics.com,70000,4,Bachelors,Management,Y
21455,MR.,SAMUEL,SHAN,18-12-1945,M,M,samuel.shannobethanalytics.com,40000,4,High School,Professional,N
21456,MR.,DALTON,GONZALES,26-02-1945,M,M,dalton.gonzalesnobethanalytics.com,40000,4,High School,Professional,N
21457,MR.,JAMIE,SERRANO,24-09-1945,M,M,jamie.serranonobethanalytics.com,40000,5,High School,Professional,N
21458,MR.,CARSON,PRICE,12-05-1945,M,M,carson.pricenobethanalytics.com,40000,5,High School,Professional,N
21459,MR.,LUIS,ALEXANDER,24-09-1945,M,M,luis.alexandernobethanalytics.com,70000,4,Bachelors,Management,N
21460,MR.,JACK,CARTER,07-08-1945,M,M,jack.carternobethanalytics.com,70000,4,Bachelors,Management,Y
21461,MRS.,ELIZABETH,SIMMONS,02-06-1945,M,F,elizabeth.simmonsnobethanalytics.com,70000,5,Bachelors,Management,Y
21462,MRS.,KATELYN,NELSON,02-09-1945,S,F,katelyn.nelsonnobethanalytics.com,70000,5,Bachelors,Management,N
21463,MR.,LOGAN,ROBERTS,25-10-1945,M,M,logan.robertsnobethanalytics.com,70000,5,Bachelors,Management,Y
21464,MR.,MIGUEL,GRIFFIN,09-04-1945,M,M,miguel.griffinnobethanalytics.com,70000,5,Bachelors,Management,Y
21465,MR.,AUSTIN,SHAN,01-05-1946,M,M,austin.shannobethanalytics.com,70000,5,Bachelors,Management,Y
21466,MR.,AUSTIN,JONES,08-03-1946,M,M,austin.jonesnobethanalytics.com,70000,5,Bachelors,Management,N
21467,MR.,DAVID,HARRIS,03-08-1946,M,M,david.harrisnobethanalytics.com,60000,4,Bachelors,Management,Y
21468,MR.,ETHAN,YANG,27-08-1946,M,M,ethan.yangnobethanalytics.com,60000,4,Bachelors,Management,Y
21469,MRS.,CAITLIN,BELL,27-09-1947,S,F,caitlin.bellnobethanalytics.com,70000,2,Partial College,Professional,N
21470,MRS.,STEPHANIE,JENKINS,16-03-1947,S,F,stephanie.jenkinsnobethanalytics.com,70000,2,Partial College,Professional,N
21471,MR.,MARCUS,CARTER,01-05-1947,M,M,marcus.carternobethanalytics.com,70000,2,Partial College,Professional,Y
21472,MR.,PATRICK,WARD,19-11-1947,M,M,patrick.wardnobethanalytics.com,70000,2,Partial College,Professional,Y
21473,MRS.,STACY,RUBIO,11-10-1948,M,F,stacy.rubionobethanalytics.com,40000,2,High School,Professional,Y
21474,MR.,LUCAS,GRAY,22-10-1948,M,M,lucas.graynobethanalytics.com,60000,2,Partial College,Professional,Y
21475,MRS.,CASSIDY,ALEXANDER,20-08-1948,M,F,cassidy.alexandernobethanalytics.com,60000,2,Bachelors,Management,Y
21476,MR.,HUNTER,JENKINS,09-10-1948,M,M,hunter.jenkinsnobethanalytics.com,60000,2,Bachelors,Management,N
21477,MRS.,KATELYN,WATSON,10-06-1948,M,F,katelyn.watsonnobethanalytics.com,60000,2,Bachelors,Management,Y
21478,MRS.,ABIGAIL,REED,14-07-1948,M,F,abigail.reednobethanalytics.com,60000,2,Bachelors,Management,Y
21479,MR.,NOAH,FOSTER,03-02-1948,M,M,noah.fosternobethanalytics.com,60000,2,Bachelors,Management,Y
21480,MR.,ALFREDO,MARTIN,09-03-1949,M,M,alfredo.martinnobethanalytics.com,40000,2,High School,Professional,N
21481,MR.,JOSE,DIAZ,09-05-1949,M,M,jose.diaznobethanalytics.com,60000,2,Partial College,Professional,Y
21482,MRS.,HALEY,FLORES,08-10-1949,S,F,haley.floresnobethanalytics.com,60000,2,Partial College,Professional,N
21483,MRS.,MICHELLE,BAILEY,16-06-1949,M,F,michelle.baileynobethanalytics.com,60000,2,Partial College,Professional,Y
21484,MRS.,ABIGAIL,COLEMAN,26-04-1949,M,F,abigail.colemannobethanalytics.com,60000,2,Partial College,Professional,Y
21485,MR.,BRANDON,CLARK,15-02-1949,M,M,brandon.clarknobethanalytics.com,60000,2,Partial College,Professional,N
21486,MRS.,SUZANNE,GAO,03-09-1949,S,F,suzanne.gaonobethanalytics.com,60000,2,Bachelors,Management,Y
21487,MRS.,JACQUELINE,RAMIREZ,11-03-1949,S,F,jacqueline.ramireznobethanalytics.com,70000,4,Partial College,Professional,Y
21488,MRS.,MADISON,HENDERSON,02-10-1949,M,F,madison.hendersonnobethanalytics.com,70000,4,Partial College,Professional,N
21489,MR.,NEIL,GUTIERREZ,20-08-1950,M,M,neil.gutierreznobethanalytics.com,40000,2,Partial High School,Skilled Manual,N
21490,MR.,COLE,WARD,06-11-1950,M,M,cole.wardnobethanalytics.com,40000,2,Partial High School,Skilled Manual,Y
21491,MR.,JOSEPH,LEWIS,12-04-1950,M,M,joseph.lewisnobethanalytics.com,60000,2,Partial College,Professional,Y
21492,MR.,ROBERT,JAI,23-10-1950,S,M,robert.jainobethanalytics.com,60000,2,Partial College,Professional,Y
21493,MR.,CARSON,COLEMAN,20-12-1950,S,M,carson.colemannobethanalytics.com,80000,3,Bachelors,Management,Y
21494,MRS.,KAYLA,GONZALES,09-09-1951,S,F,kayla.gonzalesnobethanalytics.com,60000,2,High School,Professional,Y
21495,MR.,JAMES,HUGHES,02-08-1951,M,M,james.hughesnobethanalytics.com,60000,2,High School,Professional,Y
21496,MRS.,NICHOLE,RAI,11-11-1951,M,F,nichole.rainobethanalytics.com,60000,2,Partial College,Professional,Y
21498,MR.,CAMERON,WILSON,06-05-1951,M,M,cameron.wilsonnobethanalytics.com,60000,2,Partial College,Professional,Y
21499,MRS.,BAILEY,RAMIREZ,24-10-1951,M,F,bailey.ramireznobethanalytics.com,70000,4,Partial College,Professional,Y
21500,MR.,DEVIN,LONG,17-02-1952,M,M,devin.longnobethanalytics.com,70000,2,Partial High School,Skilled Manual,Y
21501,MR.,DEB,FOSTER,03-02-1952,S,M,deb.fosternobethanalytics.com,70000,2,Partial High School,Skilled Manual,Y
21502,MRS.,MORGAN,CLARK,25-11-1952,S,F,morgan.clarknobethanalytics.com,60000,2,High School,Professional,Y
21503,MRS.,MELANIE,LONG,26-06-1952,M,F,melanie.longnobethanalytics.com,60000,2,High School,Professional,Y
21504,MRS.,CHLOE,TORRES,20-04-1952,M,F,chloe.torresnobethanalytics.com,60000,2,High School,Professional,Y
21505,MR.,RONALD,GONZALEZ,20-04-1957,S,M,ronald.gonzaleznobethanalytics.com,110000,2,Partial College,Professional,Y
21506,MR.,RANDALL,GUTIERREZ,23-10-1957,M,M,randall.gutierreznobethanalytics.com,130000,3,Partial College,Professional,Y
21507,MR.,HUNTER,SMITH,15-01-1957,M,M,hunter.smithnobethanalytics.com,150000,1,Partial College,Professional,N
21508,MRS.,SUZANNE,LI,25-03-1956,M,F,suzanne.linobethanalytics.com,120000,3,High School,Professional,Y
21509,MRS.,MICHELE,LOPEZ,21-11-1955,M,F,michele.lopeznobethanalytics.com,130000,3,Partial College,Professional,Y
21510,MRS.,CAROL,PERRY,20-12-1954,M,F,carol.perrynobethanalytics.com,80000,3,Partial College,Professional,N
21511,MR.,RICHARD,SANDERS,06-02-1954,M,M,richard.sandersnobethanalytics.com,80000,4,Partial College,Professional,Y
21512,MRS.,EMMA,RUSSELL,23-11-1954,M,F,emma.russellnobethanalytics.com,80000,4,Partial College,Professional,N
21513,MRS.,STACEY,XU,26-04-1944,M,F,stacey.xunobethanalytics.com,70000,5,High School,Professional,Y
21514,MRS.,KRYSTAL,ZHU,11-03-1944,M,F,krystal.zhunobethanalytics.com,110000,3,Bachelors,Management,Y
21516,MR.,LARRY,SERRANO,12-04-1944,M,M,larry.serranonobethanalytics.com,130000,3,Bachelors,Management,Y
21517,MR.,GERALD,SUBRAM,17-10-1944,M,M,gerald.subramnobethanalytics.com,170000,3,Graduate Degree,Management,Y
21518,MR.,RUBEN,MADAN,18-11-1945,M,M,ruben.madannobethanalytics.com,70000,5,High School,Professional,Y
21519,MR.,FRANKLIN,BECKER,08-04-1945,S,M,franklin.beckernobethanalytics.com,100000,2,Bachelors,Management,Y
21520,MR.,SETH,BAKER,17-07-1945,M,M,seth.bakernobethanalytics.com,110000,3,Bachelors,Management,Y
21521,MRS.,JOANNA,ROMERO,08-02-1946,S,F,joanna.romeronobethanalytics.com,80000,5,Partial College,Professional,N
21522,MRS.,MORGAN,BRYANT,11-07-1946,S,F,morgan.bryantnobethanalytics.com,90000,5,Partial College,Professional,N
21523,MR.,TIMOTHY,GREEN,25-08-1946,M,M,timothy.greennobethanalytics.com,120000,4,Bachelors,Management,Y
21524,MRS.,FAITH,WOOD,11-02-1953,S,F,faith.woodnobethanalytics.com,80000,4,Partial College,Professional,Y
21525,MRS.,VICTORIA,HOWARD,13-08-1953,M,F,victoria.howardnobethanalytics.com,80000,4,Partial College,Professional,Y
21526,MR.,JONATHON,MUNOZ,07-11-1953,S,M,jonathon.munoznobethanalytics.com,80000,4,Partial College,Professional,Y
21527,MR.,SERGIO,PATEL,21-09-1954,S,M,sergio.patelnobethanalytics.com,90000,4,High School,Professional,Y
21528,MR.,JAY,MORENO,06-05-1954,M,M,jay.morenonobethanalytics.com,130000,3,Partial College,Professional,Y
21529,MRS.,KRISTI,MARTINEZ,04-03-1953,S,F,kristi.martineznobethanalytics.com,100000,3,Bachelors,Management,Y
21530,MRS.,TONI,RAMAN,03-02-1953,M,F,toni.ramannobethanalytics.com,100000,3,Bachelors,Management,N
21531,MRS.,KARI,VANCE,10-02-1953,M,F,kari.vancenobethanalytics.com,100000,3,Bachelors,Management,Y
21532,MRS.,SIERRA,TURNER,25-03-1953,M,F,sierra.turnernobethanalytics.com,120000,2,Bachelors,Management,N
21533,MR.,GILBERT,TANG,24-06-1953,M,M,gilbert.tangnobethanalytics.com,130000,0,Partial College,Professional,Y
21534,MR.,WARREN,RAI,26-04-1952,S,M,warren.rainobethanalytics.com,130000,4,High School,Professional,N
21535,MR.,ALFREDO,SANDBERG,27-07-1951,S,M,alfredo.sandbergnobethanalytics.com,80000,4,High School,Professional,Y
21536,MR.,BILLY,RUBIO,19-02-1951,M,M,billy.rubionobethanalytics.com,90000,4,High School,Professional,Y
21537,MRS.,GLORIA,NAVARRO,08-06-1951,M,F,gloria.navarronobethanalytics.com,90000,4,High School,Professional,N
21538,MRS.,TARA,LUO,10-04-1950,M,F,tara.luonobethanalytics.com,80000,5,High School,Management,Y
21539,MR.,PHILLIP,RAMAN,26-03-1950,M,M,phillip.ramannobethanalytics.com,100000,3,Partial College,Management,Y
21540,MR.,ROSS,RUBIO,17-02-1950,S,M,ross.rubionobethanalytics.com,150000,4,Bachelors,Management,N
21541,,DAISY,GUTIERREZ,26-03-1950,M,NA,daisy.gutierreznobethanalytics.com,160000,2,Partial College,Management,N
21542,MRS.,PATRICIA,VANCE,24-05-1949,M,F,patricia.vancenobethanalytics.com,70000,5,Partial High School,Skilled Manual,N
21543,MRS.,NAOMI,ROMERO,02-02-1949,M,F,naomi.romeronobethanalytics.com,80000,5,High School,Management,Y
21544,MR.,GARY,MORENO,26-04-1949,M,M,gary.morenonobethanalytics.com,150000,4,High School,Management,Y
21545,MS.,MICHELE,SCHMIDT,13-10-1949,M,F,michele.schmidtnobethanalytics.com,170000,0,High School,Management,Y
21546,MR.,CORY,GARCIA,25-05-1948,M,M,cory.garcianobethanalytics.com,90000,4,Partial High School,Skilled Manual,Y
21547,MR.,BRAD,RAJE,13-05-1948,S,M,brad.rajenobethanalytics.com,120000,4,High School,Management,Y
21548,MRS.,CHRISTY,CHANDER,02-09-1948,M,F,christy.chandernobethanalytics.com,130000,5,High School,Management,Y
21549,MR.,JEROME,RUIZ,23-03-1947,S,M,jerome.ruiznobethanalytics.com,100000,3,High School,Management,Y
21550,MRS.,KARA,DENG,26-08-1947,M,F,kara.dengnobethanalytics.com,100000,3,High School,Management,N
21551,MR.,ELIJAH,BUTLER,20-08-1975,S,M,elijah.butlernobethanalytics.com,60000,0,Bachelors,Professional,N
21552,MR.,FRANCIS,ALVAREZ,19-11-1975,M,M,francis.alvareznobethanalytics.com,80000,0,Bachelors,Professional,N
21553,MR.,ALLEN,SURI,17-10-1975,M,M,allen.surinobethanalytics.com,90000,0,Bachelors,Professional,Y
21554,MS.,MOLLY,RANA,24-07-1973,S,F,molly.rananobethanalytics.com,80000,0,Bachelors,Professional,N
21555,MR.,JARROD,MADAN,09-03-1974,S,M,jarrod.madannobethanalytics.com,90000,0,Bachelors,Professional,Y
21556,MS.,GLORIA,SERRANO,27-05-1974,S,F,gloria.serranonobethanalytics.com,90000,0,Bachelors,Professional,N
21557,MS.,KATE,LAL,16-04-1974,S,F,kate.lalnobethanalytics.com,110000,0,Partial College,Management,Y
21558,MS.,NICOLE,COLEMAN,24-12-1973,S,F,nicole.colemannobethanalytics.com,100000,0,High School,Management,Y
21559,MR.,PEDRO,MALHOTRA,07-04-1973,M,M,pedro.malhotranobethanalytics.com,100000,0,High School,Management,N
21560,MR.,KRISTOPHER,LOPEZ,12-09-1973,M,M,kristopher.lopeznobethanalytics.com,120000,0,Partial High School,Professional,Y
21561,MR.,ALBERT,NAVARRO,20-05-1972,S,M,albert.navarronobethanalytics.com,90000,0,Bachelors,Professional,N
21562,MR.,DREW,JAI,19-10-1972,S,M,drew.jainobethanalytics.com,100000,0,High School,Management,Y
21563,MS.,CARLA,MEHTA,25-12-1971,S,F,carla.mehtanobethanalytics.com,80000,0,Bachelors,Professional,Y
21564,MS.,ERICA,LIU,01-08-1971,S,F,erica.liunobethanalytics.com,80000,0,Bachelors,Professional,Y
21565,MS.,SHEENA,SHAN,11-11-1972,M,F,sheena.shannobethanalytics.com,110000,0,High School,Management,Y
21566,MR.,JERMAINE,GARCIA,15-01-1972,M,M,jermaine.garcianobethanalytics.com,110000,0,High School,Management,Y
21567,MS.,CANDACE,SANCHEZ,13-07-1971,M,F,candace.sancheznobethanalytics.com,100000,0,High School,Management,N
21568,MS.,JACQUELYN,HERNANDEZ,21-11-1971,M,F,jacquelyn.hernandeznobethanalytics.com,100000,0,High School,Management,Y
21569,MR.,BRENDAN,RAI,14-09-1970,S,M,brendan.rainobethanalytics.com,90000,0,Bachelors,Professional,Y
21570,MR.,BARRY,KOVÁR,02-07-1970,M,M,barry.kovárnobethanalytics.com,100000,0,High School,Management,Y
21571,MR.,DARRYL,YANG,25-04-1970,M,M,darryl.yangnobethanalytics.com,110000,0,High School,Management,Y
21572,MR.,RANDALL,RAMOS,27-04-1971,M,M,randall.ramosnobethanalytics.com,130000,0,Bachelors,Management,Y
21573,MR.,JIMMY,MUNOZ,03-08-1969,S,M,jimmy.munoznobethanalytics.com,130000,0,Bachelors,Management,Y
21574,MR.,FERNANDO,LEWIS,18-07-1964,M,M,fernando.lewisnobethanalytics.com,100000,5,Partial College,Professional,Y
21575,MR.,JUSTIN,FOSTER,15-08-1956,M,M,justin.fosternobethanalytics.com,80000,3,Partial College,Professional,N
21576,MR.,BENJAMIN,GONZALES,12-10-1956,M,M,benjamin.gonzalesnobethanalytics.com,80000,3,Partial College,Professional,N
21577,MRS.,TIFFANY,MA,11-03-1934,M,F,tiffany.manobethanalytics.com,50000,2,Graduate Degree,Management,Y
21578,MR.,JORDAN,GREEN,21-04-1934,M,M,jordan.greennobethanalytics.com,60000,2,Graduate Degree,Management,Y
21579,MR.,WYATT,JACKSON,04-11-1934,M,M,wyatt.jacksonnobethanalytics.com,60000,2,Graduate Degree,Management,Y
21580,MRS.,MARIAH,WARD,28-12-1963,S,F,mariah.wardnobethanalytics.com,80000,4,Partial College,Professional,Y
21581,MRS.,RACHEL,RUSSELL,14-07-1963,M,F,rachel.russellnobethanalytics.com,80000,4,Partial College,Professional,Y
21582,MRS.,AMBER,ROBERTS,13-03-1972,M,F,amber.robertsnobethanalytics.com,50000,1,Graduate Degree,Skilled Manual,Y
21583,MRS.,JACLYN,LAL,05-04-1972,M,F,jaclyn.lalnobethanalytics.com,50000,1,Bachelors,Skilled Manual,Y
21584,MR.,GAVIN,BRYANT,03-02-1972,M,M,gavin.bryantnobethanalytics.com,50000,1,Bachelors,Skilled Manual,Y
21585,MRS.,TRINITY,GRAY,18-06-1972,M,F,trinity.graynobethanalytics.com,50000,1,Bachelors,Skilled Manual,Y
21586,MRS.,STEPHANIE,FOSTER,06-07-1972,M,F,stephanie.fosternobethanalytics.com,60000,1,Graduate Degree,Skilled Manual,Y
21587,MRS.,JENNA,ROBERTS,28-05-1972,M,F,jenna.robertsnobethanalytics.com,60000,1,Graduate Degree,Skilled Manual,Y
21588,MR.,THEODORE,MARTIN,03-02-1972,M,M,theodore.martinnobethanalytics.com,60000,1,Graduate Degree,Skilled Manual,Y
21589,MRS.,VANESSA,COLEMAN,15-03-1970,M,F,vanessa.colemannobethanalytics.com,50000,1,Bachelors,Skilled Manual,Y
21590,MRS.,TAYLOR,GONZALES,07-11-1970,M,F,taylor.gonzalesnobethanalytics.com,40000,1,Bachelors,Skilled Manual,Y
21591,MR.,CLAYTON,GOEL,26-09-1970,M,M,clayton.goelnobethanalytics.com,40000,1,Bachelors,Skilled Manual,Y
21592,MRS.,CHRISTINA,REED,21-03-1970,M,F,christina.reednobethanalytics.com,40000,1,Bachelors,Skilled Manual,Y
21593,MR.,MARCUS,ROBERTS,01-11-1969,S,M,marcus.robertsnobethanalytics.com,50000,2,Bachelors,Skilled Manual,N
21594,MRS.,BRIANNA,MOORE,20-02-1969,M,F,brianna.moorenobethanalytics.com,50000,2,Bachelors,Skilled Manual,Y
21595,MR.,JUAN,WARD,23-10-1971,M,M,juan.wardnobethanalytics.com,60000,1,Graduate Degree,Professional,Y
21596,MR.,LUKE,WRIGHT,03-08-1971,M,M,luke.wrightnobethanalytics.com,60000,1,Graduate Degree,Professional,Y
21597,MR.,JOSE,JONES,03-02-1971,M,M,jose.jonesnobethanalytics.com,70000,3,Graduate Degree,Professional,Y
21598,MRS.,CHLOE,PEREZ,14-10-1969,M,F,chloe.pereznobethanalytics.com,60000,1,Graduate Degree,Professional,Y
21599,MRS.,SARA,LOPEZ,12-12-1969,M,F,sara.lopeznobethanalytics.com,60000,1,Graduate Degree,Professional,Y
21600,MRS.,ALEXA,BELL,27-05-1968,M,F,alexa.bellnobethanalytics.com,70000,2,Bachelors,Skilled Manual,Y
21601,,JACQUELINE,BELL,20-02-1968,M,NA,jacqueline.bellnobethanalytics.com,70000,2,Bachelors,Skilled Manual,Y
21602,MR.,MANUEL,MALHOTRA,25-12-1968,M,M,manuel.malhotranobethanalytics.com,70000,2,Bachelors,Skilled Manual,Y
21603,MR.,SETH,BARNES,20-06-1968,M,M,seth.barnesnobethanalytics.com,70000,2,Bachelors,Skilled Manual,Y
21604,MS.,MELANIE,HOWARD,18-05-1967,S,F,melanie.howardnobethanalytics.com,40000,0,Bachelors,Professional,N
21605,MRS.,BRITTNEY,YE,25-02-1970,M,F,brittney.yenobethanalytics.com,60000,2,Graduate Degree,Professional,Y
21606,MR.,CONNOR,ROBERTS,11-04-1970,M,M,connor.robertsnobethanalytics.com,60000,2,Graduate Degree,Professional,Y
21607,MR.,BRYCE,TORRES,12-04-1970,M,M,bryce.torresnobethanalytics.com,60000,2,Graduate Degree,Professional,Y
21608,MR.,DAVID,GRIFFIN,06-12-1970,M,M,david.griffinnobethanalytics.com,70000,3,Graduate Degree,Professional,Y
21609,MRS.,TABITHA,BLANCO,08-07-1970,S,F,tabitha.blanconobethanalytics.com,70000,4,Graduate Degree,Professional,Y
21610,MR.,CALEB,EDWARDS,20-02-1970,M,M,caleb.edwardsnobethanalytics.com,70000,4,Graduate Degree,Professional,Y
21611,MR.,ETHAN,WILSON,18-03-1970,M,M,ethan.wilsonnobethanalytics.com,80000,2,Graduate Degree,Professional,Y
21612,MR.,SPENCER,FOSTER,24-06-1967,S,M,spencer.fosternobethanalytics.com,40000,0,Bachelors,Professional,N
21613,MR.,CALEB,POWELL,18-04-1967,S,M,caleb.powellnobethanalytics.com,50000,2,Bachelors,Skilled Manual,N
21614,MR.,WILLIAM,THOMAS,17-08-1967,M,M,william.thomasnobethanalytics.com,50000,2,Bachelors,Skilled Manual,Y
21615,MRS.,GRACE,TORRES,19-05-1967,S,F,grace.torresnobethanalytics.com,50000,2,Bachelors,Skilled Manual,N
21616,MR.,CARSON,WOOD,06-11-1966,M,M,carson.woodnobethanalytics.com,60000,0,Graduate Degree,Professional,Y
21617,MS.,JENNIFER,MILLER,27-02-1966,S,F,jennifer.millernobethanalytics.com,60000,0,Graduate Degree,Professional,N
21618,MR.,ELIJAH,CARTER,20-08-1966,M,M,elijah.carternobethanalytics.com,70000,4,Graduate Degree,Professional,Y
21619,MRS.,ANGELA,PATTERSON,19-04-1966,S,F,angela.pattersonnobethanalytics.com,70000,4,Graduate Degree,Professional,Y
21620,MRS.,MARIAH,BROOKS,06-08-1969,M,F,mariah.brooksnobethanalytics.com,60000,2,Graduate Degree,Professional,Y
21622,MR.,ETHAN,WINSTON,18-05-1969,M,M,ethan.winstonnobethanalytics.com,60000,2,Graduate Degree,Professional,Y
21623,MR.,CONNOR,DIAZ,23-05-1969,M,M,connor.diaznobethanalytics.com,70000,5,Graduate Degree,Professional,Y
21624,MRS.,FAITH,PRICE,17-01-1969,S,F,faith.pricenobethanalytics.com,70000,5,Graduate Degree,Professional,Y
21625,MRS.,JENNIFER,HALL,27-08-1969,M,F,jennifer.hallnobethanalytics.com,70000,5,Graduate Degree,Professional,Y
21627,MRS.,BAILEY,ROBERTS,16-03-1969,M,F,bailey.robertsnobethanalytics.com,70000,5,Graduate Degree,Professional,Y
21628,MS.,KELLI,XU,21-08-1965,S,F,kelli.xunobethanalytics.com,40000,0,Bachelors,Professional,N
21629,MR.,THOMAS,THOMAS,16-08-1965,S,M,thomas.thomasnobethanalytics.com,50000,3,Bachelors,Skilled Manual,N
21630,MRS.,FAITH,JENKINS,09-03-1965,M,F,faith.jenkinsnobethanalytics.com,50000,3,Bachelors,Skilled Manual,Y
21631,MR.,MARTIN,SANCHEZ,19-04-1965,M,M,martin.sancheznobethanalytics.com,50000,3,Bachelors,Skilled Manual,Y
21632,MRS.,JACLYN,LIANG,06-09-1965,M,F,jaclyn.liangnobethanalytics.com,50000,3,Bachelors,Skilled Manual,Y
21633,MR.,CAMERON,ZHANG,17-07-1965,M,M,cameron.zhangnobethanalytics.com,50000,3,Bachelors,Skilled Manual,Y
21634,MRS.,ARIANNA,COOK,25-05-1965,M,F,arianna.cooknobethanalytics.com,50000,3,Bachelors,Skilled Manual,Y
21635,MR.,CHRISTIAN,LEWIS,20-03-1965,M,M,christian.lewisnobethanalytics.com,50000,3,Bachelors,Skilled Manual,Y
21636,MRS.,KATHERINE,RIVERA,19-10-1965,M,F,katherine.riveranobethanalytics.com,50000,3,Bachelors,Skilled Manual,Y
21637,MR.,RICHARD,LEWIS,20-04-1964,S,M,richard.lewisnobethanalytics.com,40000,0,Bachelors,Professional,N
21639,MR.,ANTHONY,WILSON,26-03-1964,M,M,anthony.wilsonnobethanalytics.com,60000,4,Bachelors,Skilled Manual,Y
21640,MR.,CHARLES,COOPER,07-04-1964,M,M,charles.coopernobethanalytics.com,60000,5,Bachelors,Skilled Manual,N
21641,MRS.,KAYLEE,PEREZ,23-08-1964,M,F,kaylee.pereznobethanalytics.com,60000,4,Bachelors,Skilled Manual,Y
21642,MRS.,ALEXANDRA,RODRIGUEZ,03-06-1964,M,F,alexandra.rodrigueznobethanalytics.com,60000,4,Bachelors,Skilled Manual,Y
21643,MR.,WYATT,DIAZ,15-08-1964,M,M,wyatt.diaznobethanalytics.com,60000,4,Bachelors,Skilled Manual,Y
21644,MRS.,SYDNEY,HOWARD,22-05-1964,M,F,sydney.howardnobethanalytics.com,60000,4,Bachelors,Skilled Manual,Y
21645,MR.,SPENCER,ALEXANDER,07-08-1964,M,M,spencer.alexandernobethanalytics.com,60000,4,Bachelors,Skilled Manual,Y
21646,MR.,LUIS,BRYANT,05-06-1963,M,M,luis.bryantnobethanalytics.com,70000,4,Bachelors,Professional,Y
21647,MR.,BLAKE,BROWN,04-02-1963,S,M,blake.brownnobethanalytics.com,70000,4,Bachelors,Professional,Y
21648,MR.,RONNIE,SUN,13-10-1963,S,M,ronnie.sunnobethanalytics.com,70000,4,Bachelors,Professional,Y
21649,MR.,KEITH,NARA,08-09-1963,M,M,keith.naranobethanalytics.com,70000,4,Bachelors,Professional,Y
21650,MR.,CEDRIC,ZENG,23-11-1963,M,M,cedric.zengnobethanalytics.com,70000,4,Bachelors,Professional,Y
21651,MR.,SEAN,COOPER,13-11-1963,M,M,sean.coopernobethanalytics.com,70000,4,Bachelors,Professional,Y
21652,MRS.,JULIA,BELL,03-10-1963,M,F,julia.bellnobethanalytics.com,70000,4,Bachelors,Professional,Y
21653,MR.,JOSE,ANDERSON,04-01-1963,S,M,jose.andersonnobethanalytics.com,70000,4,Bachelors,Professional,Y
21654,MR.,AIDAN,BARNES,27-11-1963,S,M,aidan.barnesnobethanalytics.com,70000,4,Bachelors,Professional,Y
21655,MR.,ZACHARY,BRYANT,21-06-1963,M,M,zachary.bryantnobethanalytics.com,70000,4,Bachelors,Professional,Y
21656,MRS.,HANNAH,HAYES,24-06-1963,M,F,hannah.hayesnobethanalytics.com,70000,4,Bachelors,Professional,Y
21657,MS.,SARA,GREEN,07-03-1963,S,F,sara.greennobethanalytics.com,70000,0,Bachelors,Professional,N
21658,MRS.,JOCELYN,POWELL,18-09-1963,M,F,jocelyn.powellnobethanalytics.com,60000,3,Graduate Degree,Professional,Y
21659,MRS.,GABRIELLE,JENKINS,25-06-1963,M,F,gabrielle.jenkinsnobethanalytics.com,60000,3,Graduate Degree,Professional,Y
21660,MRS.,ALLISON,WATSON,28-07-1963,M,F,allison.watsonnobethanalytics.com,60000,3,Graduate Degree,Professional,Y
21661,MR.,TERRY,CHAMPION,18-08-1978,S,M,terry.championnobethanalytics.com,30000,0,High School,Manual,N
21663,MR.,KENNETH,GOEL,16-08-1972,S,M,kenneth.goelnobethanalytics.com,20000,0,Partial High School,Manual,N
